c random 2000 vertices, 8000 edges, seed = 11
g 2000 8000
e 754 1509 2152
e 755 1510 2929
e 755 1511 939
e 756 1512 4111
e 756 1513 2994
e 757 1514 6116
e 757 1515 4745
e 758 1516 2487
e 758 1517 372
e 759 1518 4859
e 759 1519 548
e 760 1520 1282
e 760 1521 9328
e 761 1522 8225
e 761 1523 2891
e 762 1524 7027
e 762 1525 1735
e 763 1526 2888
e 763 1527 7056
e 764 1528 9795
e 764 1529 9436
e 765 1530 1767
e 765 1531 583
e 766 1532 1616
e 766 1533 7009
e 767 1534 7239
e 767 1535 3598
e 768 1536 4237
e 768 1537 1658
e 769 1538 3604
e 769 1539 792
e 770 1540 8158
e 770 1541 9488
e 771 1542 6878
e 771 1543 5727
e 772 1544 5530
e 772 1545 3568
e 773 1546 3981
e 773 1547 1338
e 774 1548 8043
e 774 1549 4421
e 775 1550 3951
e 775 1551 5009
e 776 1552 8348
e 776 1553 9253
e 777 1554 5422
e 777 1555 9940
e 778 1556 665
e 778 1557 1451
e 779 1558 8073
e 779 1559 8391
e 780 1560 9550
e 780 1561 9404
e 781 1562 4808
e 781 1563 8986
e 782 1564 4157
e 782 1565 3868
e 783 1566 6629
e 783 1567 256
e 784 1568 3755
e 784 1569 621
e 785 1570 325
e 785 1571 121
e 786 1572 8166
e 786 1573 6531
e 787 1574 673
e 787 1575 4150
e 788 1576 8215
e 788 1577 4949
e 789 1578 195
e 789 1579 8171
e 790 1580 6782
e 790 1581 1059
e 791 1582 2944
e 791 1583 1613
e 792 1584 1882
e 792 1585 2090
e 793 1586 2982
e 793 1587 9539
e 794 1588 4289
e 794 1589 7371
e 795 1590 5196
e 795 1591 9704
e 796 1592 3346
e 796 1593 1396
e 797 1594 3284
e 797 1595 1522
e 798 1596 710
e 798 1597 8674
e 799 1598 3209
e 799 1599 9010
e 800 1600 2018
e 800 1601 6990
e 801 1602 760
e 801 1603 4643
e 802 1604 7654
e 802 1605 250
e 803 1606 8879
e 803 1607 6571
e 804 1608 6643
e 804 1609 6328
e 805 1610 5641
e 805 1611 3624
e 806 1612 4250
e 806 1613 995
e 807 1614 264
e 807 1615 1159
e 808 1616 9187
e 808 1617 9972
e 809 1618 1593
e 809 1619 5814
e 810 1620 7385
e 810 1621 5515
e 811 1622 2119
e 811 1623 7583
e 812 1624 3110
e 812 1625 4373
e 813 1626 7715
e 813 1627 6347
e 814 1628 628
e 814 1629 2176
e 815 1630 5289
e 815 1631 8040
e 816 1632 1812
e 816 1633 7739
e 817 1634 4862
e 817 1635 5547
e 818 1636 7981
e 818 1637 5915
e 819 1638 6206
e 819 1639 2455
e 820 1640 4647
e 820 1641 1601
e 821 1642 7135
e 821 1643 4226
e 822 1644 4919
e 822 1645 647
e 823 1646 2116
e 823 1647 3622
e 824 1648 3893
e 824 1649 64
e 825 1650 2001
e 825 1651 6408
e 826 1652 2852
e 826 1653 4681
e 827 1654 8033
e 827 1655 5145
e 828 1656 8883
e 828 1657 4651
e 829 1658 4120
e 829 1659 1377
e 830 1660 4959
e 830 1661 6752
e 831 1662 4590
e 831 1663 2927
e 832 1664 6117
e 832 1665 8364
e 833 1666 4193
e 833 1667 205
e 834 1668 3456
e 834 1669 2430
e 835 1670 3888
e 835 1671 8550
e 836 1672 7303
e 836 1673 4087
e 837 1674 6335
e 837 1675 2499
e 838 1676 1754
e 838 1677 1512
e 839 1678 9765
e 839 1679 1254
e 840 1680 811
e 840 1681 2152
e 841 1682 5663
e 841 1683 6450
e 842 1684 2642
e 842 1685 7269
e 843 1686 5628
e 843 1687 4261
e 844 1688 4063
e 844 1689 3352
e 845 1690 5020
e 845 1691 9802
e 846 1692 2882
e 846 1693 9535
e 847 1694 1882
e 847 1695 5551
e 848 1696 7415
e 848 1697 4169
e 849 1698 2823
e 849 1699 8144
e 850 1700 1796
e 850 1701 2941
e 851 1702 5507
e 851 1703 9599
e 852 1704 2471
e 852 1705 6605
e 853 1706 7429
e 853 1707 635
e 854 1708 4918
e 854 1709 6790
e 855 1710 7996
e 855 1711 597
e 856 1712 5779
e 856 1713 4164
e 857 1714 1610
e 857 1715 2569
e 858 1716 652
e 858 1717 556
e 859 1718 2521
e 859 1719 7243
e 860 1720 4438
e 860 1721 9084
e 861 1722 9388
e 861 1723 5085
e 862 1724 8508
e 862 1725 4922
e 863 1726 7016
e 863 1727 8090
e 864 1728 9100
e 864 1729 3970
e 865 1730 6835
e 865 1731 9309
e 866 1732 1199
e 866 1733 5857
e 867 1734 3916
e 867 1735 7077
e 868 1736 88
e 868 1737 2417
e 869 1738 263
e 869 1739 2693
e 870 1740 8956
e 870 1741 3123
e 871 1742 6476
e 871 1743 4354
e 872 1744 5428
e 872 1745 698
e 873 1746 6665
e 873 1747 22
e 874 1748 6505
e 874 1749 4902
e 875 1750 126
e 875 1751 1248
e 876 1752 7045
e 876 1753 4849
e 877 1754 1283
e 877 1755 9333
e 878 1756 8989
e 878 1757 5864
e 879 1758 9567
e 879 1759 9448
e 880 1760 8475
e 880 1761 605
e 881 1762 7061
e 881 1763 2974
e 882 1764 8132
e 882 1765 3358
e 883 1766 5060
e 883 1767 3629
e 884 1768 8585
e 884 1769 8743
e 885 1770 7671
e 885 1771 9235
e 886 1772 9044
e 886 1773 9676
e 887 1774 6290
e 887 1775 3074
e 888 1776 6989
e 888 1777 8740
e 889 1778 4467
e 889 1779 6097
e 890 1780 7251
e 890 1781 1980
e 891 1782 4013
e 891 1783 5347
e 892 1784 4545
e 892 1785 9058
e 893 1786 3475
e 893 1787 7779
e 894 1788 5564
e 894 1789 6165
e 895 1790 1980
e 895 1791 1555
e 896 1792 105
e 896 1793 853
e 897 1794 7128
e 897 1795 2412
e 898 1796 9172
e 898 1797 7790
e 899 1798 5056
e 899 1799 1602
e 900 1800 3734
e 900 1801 3564
e 901 1802 8287
e 901 1803 9070
e 902 1804 8125
e 902 1805 8567
e 903 1806 3695
e 903 1807 8178
e 904 1808 5617
e 904 1809 8109
e 905 1810 160
e 905 1811 971
e 906 1812 7784
e 906 1813 6999
e 907 1814 5914
e 907 1815 4942
e 908 1816 8436
e 908 1817 4044
e 909 1818 5172
e 909 1819 6253
e 910 1820 4925
e 910 1821 7631
e 911 1822 8867
e 911 1823 6522
e 912 1824 8010
e 912 1825 2301
e 913 1826 1947
e 913 1827 1043
e 914 1828 3280
e 914 1829 1111
e 915 1830 3549
e 915 1831 5125
e 916 1832 8211
e 916 1833 3785
e 917 1834 1375
e 917 1835 539
e 918 1836 2382
e 918 1837 633
e 919 1838 3374
e 919 1839 5339
e 920 1840 1067
e 920 1841 9134
e 921 1842 2856
e 921 1843 7524
e 922 1844 2024
e 922 1845 1926
e 923 1846 1751
e 923 1847 7295
e 924 1848 714
e 924 1849 9083
e 925 1850 3239
e 925 1851 6929
e 926 1852 6185
e 926 1853 3894
e 927 1854 2324
e 927 1855 5322
e 928 1856 9144
e 928 1857 6210
e 929 1858 2619
e 929 1859 7511
e 930 1860 4296
e 930 1861 1994
e 931 1862 578
e 931 1863 8391
e 932 1864 4515
e 932 1865 1180
e 933 1866 4152
e 933 1867 1034
e 934 1868 8835
e 934 1869 6336
e 935 1870 5467
e 935 1871 4530
e 936 1872 543
e 936 1873 223
e 937 1874 3802
e 937 1875 3189
e 938 1876 3123
e 938 1877 634
e 939 1878 7642
e 939 1879 6106
e 940 1880 3681
e 940 1881 6959
e 941 1882 8513
e 941 1883 6137
e 942 1884 3887
e 942 1885 707
e 943 1886 9203
e 943 1887 8658
e 944 1888 305
e 944 1889 6578
e 945 1890 7967
e 945 1891 1127
e 946 1892 5858
e 946 1893 6120
e 947 1894 2448
e 947 1895 3792
e 948 1896 2732
e 948 1897 3021
e 949 1898 5580
e 949 1899 1864
e 950 1900 9160
e 950 1901 9304
e 951 1902 3084
e 951 1903 7940
e 952 1904 3126
e 952 1905 3116
e 953 1906 850
e 953 1907 2788
e 954 1908 5487
e 954 1909 7944
e 955 1910 4649
e 955 1911 8143
e 956 1912 1999
e 956 1913 1322
e 957 1914 151
e 957 1915 5226
e 958 1916 8432
e 958 1917 492
e 959 1918 3031
e 959 1919 6169
e 960 1920 5796
e 960 1921 2710
e 961 1922 1705
e 961 1923 4627
e 962 1924 5789
e 962 1925 6655
e 963 1926 1752
e 963 1927 96
e 964 1928 8607
e 964 1929 883
e 965 1930 9470
e 965 1931 433
e 966 1932 9898
e 966 1933 6795
e 967 1934 4211
e 967 1935 3210
e 968 1936 6544
e 968 1937 8133
e 969 1938 3628
e 969 1939 1482
e 970 1940 2862
e 970 1941 2945
e 971 1942 499
e 971 1943 9120
e 972 1944 8810
e 972 1945 9765
e 973 1946 2209
e 973 1947 4362
e 974 1948 3883
e 974 1949 6703
e 975 1950 3898
e 975 1951 3785
e 976 1952 9499
e 976 1953 9751
e 977 1954 8371
e 977 1955 881
e 978 1956 555
e 978 1957 8728
e 979 1958 7243
e 979 1959 2118
e 980 1960 3709
e 980 1961 48
e 981 1962 1819
e 981 1963 7826
e 982 1964 8339
e 982 1965 5965
e 983 1966 4096
e 983 1967 5595
e 984 1968 6976
e 984 1969 9183
e 985 1970 4756
e 985 1971 3057
e 986 1972 6752
e 986 1973 3123
e 987 1974 7496
e 987 1975 7551
e 988 1976 4876
e 988 1977 8266
e 989 1978 683
e 989 1979 4135
e 990 1980 686
e 990 1981 5736
e 991 1982 1705
e 991 1983 3380
e 992 1984 4862
e 992 1985 3274
e 993 1986 4661
e 993 1987 9243
e 994 1988 5534
e 994 1989 9918
e 995 1990 1874
e 995 1991 2762
e 996 1992 561
e 996 1993 5432
e 997 1994 9843
e 997 1995 8568
e 998 1996 6942
e 998 1997 4490
e 999 1998 4848
e 999 1999 7848
e 1000 2000 1430
e 980 342 3076
e 1243 161 6272
e 1202 1555 7058
e 160 959 9813
e 238 827 3925
e 392 627 8752
e 294 568 6682
e 417 1304 5371
e 193 1518 9227
e 684 1919 1408
e 1287 840 2488
e 1732 773 2055
e 191 1780 4653
e 1883 1583 3992
e 667 1026 5887
e 1038 1664 8257
e 1271 480 2842
e 1891 124 5440
e 860 1471 3728
e 346 1937 2655
e 235 1906 4935
e 1306 1906 8018
e 1942 1976 120
e 709 1224 6012
e 504 551 6001
e 1813 992 9534
e 1489 1968 1169
e 857 1591 5191
e 1300 266 770
e 548 1333 5756
e 1197 1595 4935
e 200 603 595
e 1984 394 6211
e 1695 104 980
e 1742 1315 3701
e 1156 1059 2637
e 434 1726 602
e 1597 1636 4810
e 1814 69 2554
e 557 634 6509
e 590 1427 8338
e 1611 889 6350
e 1201 1971 5302
e 1335 520 2766
e 1928 1020 2020
e 1166 1417 687
e 686 688 7943
e 1204 1803 5490
e 860 48 6072
e 1509 426 3739
e 529 123 7284
e 1103 1590 1376
e 452 525 61
e 1061 261 7610
e 489 1350 2733
e 865 1448 6217
e 1473 1169 9340
e 759 1987 2301
e 620 1272 945
e 1375 965 9442
e 1593 224 3361
e 1418 446 2592
e 1772 1918 8907
e 1178 252 6076
e 872 812 9511
e 135 1714 7467
e 1701 168 3977
e 1476 381 7477
e 1145 580 2021
e 575 1671 7223
e 1559 919 982
e 1647 923 4362
e 577 408 2910
e 183 314 2130
e 1472 313 2106
e 1168 1479 2823
e 1650 1850 1417
e 589 1113 9516
e 1766 1467 5366
e 84 1616 3620
e 1461 188 2364
e 1508 716 2972
e 166 1394 3748
e 1212 1215 7387
e 1143 656 5738
e 1472 1383 2193
e 1581 184 6018
e 454 293 6164
e 1853 1557 2328
e 1563 1666 1092
e 272 389 5198
e 1628 170 4810
e 626 1726 9177
e 798 1367 7612
e 89 495 1460
e 1195 1699 1187
e 1769 1688 1638
e 433 1219 9215
e 937 628 1271
e 646 1659 2975
e 1845 943 8948
e 82 1207 9648
e 989 121 5649
e 1429 1828 7066
e 1303 577 9331
e 412 1117 2728
e 1817 1993 6013
e 432 1393 2712
e 55 104 9156
e 1255 1382 2429
e 69 1781 7315
e 191 1113 3764
e 1451 979 1265
e 1380 367 34
e 111 1926 4730
e 904 663 8044
e 1387 1870 609
e 457 1250 5542
e 314 1085 9968
e 1914 337 5145
e 671 411 7934
e 1330 1410 8843
e 567 1372 871
e 540 1765 2237
e 1922 3 4588
e 1905 37 6388
e 1178 1540 4697
e 643 1528 2180
e 1894 1511 8600
e 807 1756 6992
e 971 627 8186
e 65 1247 9399
e 387 155 5480
e 1073 1197 7028
e 1232 1802 9333
e 334 1643 8958
e 986 1654 5380
e 1231 1211 3937
e 1368 1308 2887
e 24 1469 8427
e 1156 60 8533
e 718 545 1877
e 1414 970 4982
e 1482 1739 6046
e 467 952 8736
e 1087 1372 8569
e 1220 1092 7885
e 530 113 3683
e 521 910 5345
e 698 772 1036
e 1001 785 3038
e 1450 570 1125
e 246 930 4260
e 1026 256 9637
e 1729 1774 2756
e 2 1232 7645
e 197 291 9645
e 3 1538 7683
e 838 634 777
e 956 817 9346
e 1137 762 5898
e 1132 1823 5340
e 442 719 2840
e 693 388 2406
e 168 1705 266
e 1503 252 5731
e 1828 1591 7465
e 1722 1756 4898
e 1151 1491 2363
e 538 48 4262
e 1397 720 9672
e 628 1041 5769
e 779 1387 168
e 93 1467 6200
e 1907 1766 9065
e 453 853 4054
e 848 298 1215
e 549 1813 289
e 281 694 8813
e 1609 1291 8505
e 846 111 6252
e 657 1066 417
e 1214 1313 7661
e 1331 1839 7819
e 1465 1727 8125
e 1106 1062 284
e 1335 489 7182
e 1600 632 1811
e 1209 1517 8245
e 1622 371 8332
e 1863 1700 6245
e 872 186 9170
e 420 79 5180
e 53 1342 7440
e 1184 711 4541
e 1059 1445 3649
e 835 544 5318
e 1406 1314 713
e 388 1839 9798
e 1420 1289 8463
e 1689 1559 7136
e 1645 1874 8148
e 738 366 3361
e 582 1927 1507
e 36 390 6004
e 785 421 1052
e 98 515 5061
e 1898 860 6670
e 228 262 4722
e 1043 28 16
e 684 679 2931
e 1617 1172 5654
e 936 65 9083
e 461 1952 8617
e 631 460 855
e 1850 214 3
e 1437 1309 2467
e 907 180 6710
e 1654 1372 5334
e 411 429 7687
e 144 415 838
e 105 977 6918
e 703 404 4781
e 1951 1475 3482
e 1705 1712 5290
e 1006 124 1179
e 1731 1331 4933
e 198 436 739
e 312 698 5247
e 463 1658 4839
e 1134 471 2392
e 550 1551 916
e 501 1743 5797
e 1436 788 2220
e 318 1188 3613
e 1943 620 7346
e 471 852 286
e 383 361 5611
e 739 194 8588
e 1663 1970 2387
e 1667 897 2943
e 1756 812 3907
e 1620 995 9759
e 452 1267 9084
e 1459 1881 5988
e 60 1239 3535
e 1409 218 2039
e 468 480 92
e 321 310 147
e 843 796 1346
e 650 1379 6287
e 1940 783 5509
e 408 1430 3012
e 1849 320 2652
e 1382 1206 7495
e 47 1199 3482
e 860 833 4218
e 586 1889 7276
e 1175 844 2661
e 1843 766 7148
e 1448 1906 2598
e 1728 571 45
e 1384 1339 8704
e 82 1523 7078
e 61 923 9102
e 194 1908 782
e 1038 2000 4893
e 1838 1157 9399
e 1433 1294 7992
e 1305 511 6438
e 1649 1456 5272
e 1350 1546 4960
e 812 1503 7679
e 466 1295 7930
e 227 117 239
e 1389 335 7580
e 1396 282 5411
e 1446 852 1581
e 1386 889 4402
e 1297 1799 7565
e 1955 1127 750
e 1082 1449 2380
e 1513 584 3564
e 1545 1196 1715
e 600 578 6784
e 1997 1042 9539
e 488 686 7305
e 68 470 2956
e 179 206 7796
e 1902 1965 5034
e 1848 1996 2033
e 809 984 7635
e 179 1900 2073
e 1001 660 2618
e 1298 760 5165
e 999 1313 2107
e 1095 1942 7915
e 296 1838 8151
e 1038 1946 6087
e 1382 237 728
e 1376 1462 7688
e 1908 420 7630
e 878 701 891
e 527 1971 5956
e 1476 757 6413
e 1745 1880 9694
e 882 179 4398
e 250 22 8371
e 766 883 9419
e 727 649 2810
e 664 1849 213
e 465 905 9078
e 7 427 5389
e 405 836 2390
e 1775 1487 4486
e 1153 269 2133
e 1800 875 7164
e 857 120 8388
e 1275 1205 6095
e 198 1516 5005
e 462 1841 5020
e 1482 1072 7422
e 893 1471 6833
e 1744 1838 3682
e 1440 1903 8421
e 238 766 4370
e 1404 311 4213
e 1441 1459 873
e 696 758 7887
e 1324 338 5363
e 1495 1639 8010
e 1556 1830 3190
e 181 1822 9208
e 1196 1178 5999
e 374 432 8793
e 975 703 9366
e 1222 1381 4993
e 228 1986 42
e 54 278 9495
e 1566 166 7140
e 1503 1553 7846
e 1498 1276 9892
e 1558 1912 1453
e 1677 209 5580
e 1214 594 6696
e 66 1492 2280
e 1073 1850 6373
e 501 1363 2401
e 1912 340 3760
e 1611 981 7459
e 328 441 4731
e 1172 992 1451
e 1858 407 2001
e 1247 801 7531
e 363 1630 3654
e 1760 311 2381
e 1903 1584 1875
e 1758 1293 9952
e 1153 603 6355
e 398 1199 1660
e 337 313 3375
e 370 761 7054
e 1855 387 5815
e 363 463 6921
e 1401 1923 9470
e 907 1361 1618
e 1542 1716 2756
e 638 920 5161
e 806 732 2519
e 762 792 9902
e 1861 555 2368
e 599 316 4969
e 160 281 2568
e 1402 15 7692
e 1271 1491 9318
e 1069 1797 6535
e 1186 411 351
e 1457 1328 1758
e 1634 1428 3892
e 574 70 4418
e 1315 1539 4189
e 1015 1415 8972
e 1513 830 8294
e 1884 1590 1247
e 1333 1656 4395
e 1706 1741 1846
e 1869 509 9202
e 612 359 8847
e 712 1556 5250
e 607 1844 1726
e 633 1776 580
e 1939 935 4445
e 1628 1937 2177
e 64 397 9209
e 1049 1 5244
e 1757 559 357
e 219 1562 7525
e 915 1815 8826
e 1578 1293 9256
e 1828 386 5889
e 1040 800 1038
e 319 1244 9053
e 954 92 4873
e 456 1822 1861
e 758 1418 5431
e 373 485 9848
e 13 1082 5616
e 356 777 8774
e 1008 1748 4207
e 603 1871 6279
e 1173 441 2260
e 1213 927 8694
e 611 63 835
e 457 120 3710
e 483 607 2411
e 806 86 2784
e 1134 116 1962
e 180 240 9614
e 1148 351 4553
e 700 1965 8520
e 444 89 855
e 174 1369 2939
e 111 1009 594
e 1504 201 616
e 930 41 6956
e 1096 163 8301
e 1056 1850 6791
e 1261 1205 8003
e 80 920 295
e 1892 870 2210
e 667 108 1078
e 43 503 6707
e 486 1773 5957
e 628 548 8324
e 1276 95 1641
e 409 879 8587
e 1623 679 5115
e 916 1189 5128
e 45 1998 2131
e 1642 875 704
e 708 420 4105
e 182 1346 3554
e 1182 708 7165
e 266 400 6106
e 39 986 457
e 163 139 4942
e 1302 213 456
e 668 1030 948
e 1763 130 3986
e 1151 1493 8184
e 128 809 7344
e 1971 1261 7240
e 314 833 9095
e 1812 1051 4349
e 1297 281 136
e 1932 1053 9265
e 1591 1797 7851
e 710 486 9470
e 1941 147 9086
e 824 1122 2867
e 1718 1177 4219
e 776 669 209
e 1677 1056 7272
e 693 915 7660
e 720 1145 7409
e 106 165 8739
e 1549 638 2602
e 1490 1515 230
e 730 1277 6154
e 1585 1688 2664
e 678 1590 1278
e 1871 1042 9369
e 55 39 1297
e 389 465 2151
e 1426 1447 6061
e 934 366 2431
e 938 805 858
e 1560 1881 9415
e 1987 142 8395
e 183 1041 7242
e 966 597 2793
e 875 51 9692
e 193 510 1105
e 998 196 3526
e 130 1621 1938
e 1032 1320 7929
e 1501 413 7333
e 70 931 5105
e 1341 610 2050
e 756 270 7536
e 1386 1752 9778
e 37 484 5884
e 877 244 9897
e 1419 550 8909
e 48 1721 2038
e 95 1773 3701
e 1487 979 5402
e 1536 1422 9361
e 1784 942 6060
e 673 339 9841
e 253 548 5048
e 1156 1060 1239
e 1514 87 4040
e 1636 1767 2254
e 826 378 6935
e 1878 73 9466
e 1167 1095 8381
e 550 373 6102
e 1398 49 6359
e 959 1928 5833
e 992 1197 4465
e 257 876 4403
e 1508 1706 6320
e 1729 1280 4609
e 826 876 7927
e 840 220 5449
e 367 496 1016
e 1198 1926 952
e 743 1921 7406
e 40 1214 4133
e 803 1771 8004
e 817 1319 7817
e 592 1204 5538
e 446 924 505
e 1335 42 7834
e 15 1302 8370
e 600 11 2125
e 562 803 9534
e 1550 405 8184
e 1963 1338 6555
e 1924 481 4089
e 865 380 343
e 1477 270 7072
e 1695 1607 476
e 131 998 7905
e 1719 1132 502
e 1018 969 2721
e 1494 1161 3259
e 138 234 5450
e 1355 912 6510
e 791 1056 2337
e 213 1313 3589
e 30 834 1069
e 6 386 9202
e 1310 601 5776
e 210 1933 6708
e 1529 293 2184
e 1549 23 7174
e 1328 1396 4874
e 1725 850 6528
e 1527 1998 138
e 1432 929 4928
e 265 1939 5007
e 1401 9 9004
e 566 1218 9043
e 1752 787 4545
e 1111 802 4243
e 1421 196 5898
e 1448 180 8413
e 673 1970 3242
e 1729 1127 5206
e 1307 1384 4738
e 100 1647 4403
e 61 984 4365
e 855 288 9288
e 669 101 140
e 686 1872 8063
e 1187 675 8959
e 1485 844 8697
e 568 1887 1525
e 1336 721 499
e 1540 1915 5304
e 1745 63 4084
e 1446 402 5034
e 1643 1744 2428
e 479 40 2921
e 680 169 5044
e 1527 352 4680
e 538 343 3340
e 1530 1394 4182
e 1235 940 2453
e 1680 1365 2353
e 358 452 8796
e 1327 1697 6583
e 1727 957 7722
e 108 1789 9085
e 698 1885 5767
e 1386 1015 8889
e 1541 1278 6641
e 961 1644 6177
e 1378 1470 8057
e 944 1602 1375
e 600 499 5392
e 208 566 4501
e 1229 1480 1154
e 1472 1766 5260
e 101 78 5696
e 1816 339 5487
e 488 1969 6167
e 1992 985 1464
e 290 1112 5626
e 173 401 6343
e 1495 378 3753
e 999 166 4857
e 884 206 1185
e 100 766 8468
e 1104 804 7139
e 1723 314 7456
e 1821 1980 5584
e 1146 835 1007
e 232 1096 3209
e 645 1410 5196
e 739 1583 7750
e 267 1994 8607
e 273 824 1954
e 837 1142 5111
e 81 1276 7044
e 1223 84 5771
e 656 563 9614
e 1368 807 4985
e 1678 656 5810
e 1513 429 2209
e 97 1268 3189
e 230 980 7154
e 1096 1527 5410
e 1684 984 2375
e 137 623 6715
e 912 419 8981
e 673 1071 73
e 1292 115 1301
e 1275 554 646
e 869 1594 1209
e 710 1205 6385
e 1271 1221 7604
e 1019 862 7776
e 1930 32 2616
e 471 1884 6545
e 1783 1562 9526
e 813 1053 7280
e 91 795 6683
e 846 410 4999
e 111 899 9696
e 1621 1575 5571
e 146 1734 5258
e 124 1651 7701
e 388 988 3359
e 250 1520 8819
e 1206 1514 9984
e 776 431 1022
e 1099 1505 9944
e 456 347 8133
e 1759 766 6302
e 442 1297 2417
e 1942 518 6976
e 1105 502 4088
e 1387 994 4234
e 1085 489 8228
e 1007 717 1479
e 1755 1597 733
e 1567 1815 9331
e 1896 1181 8271
e 63 1954 7948
e 1095 1900 1287
e 659 1854 5785
e 1553 1410 6780
e 1547 1682 938
e 758 16 2481
e 662 1106 8679
e 642 1343 7871
e 1746 1900 1831
e 1577 589 5244
e 1250 1318 353
e 396 1470 9625
e 1980 1241 4661
e 1972 1699 6814
e 637 1281 4010
e 397 562 9105
e 373 1877 7635
e 1395 422 7998
e 869 1022 438
e 1036 714 8295
e 1258 726 4038
e 127 65 4480
e 9 877 213
e 1068 1609 8316
e 1298 1155 9407
e 352 355 2341
e 1787 369 2030
e 53 1739 6826
e 557 545 8374
e 412 1893 1565
e 1687 1858 4151
e 1889 1280 6840
e 49 88 1685
e 1273 1844 1395
e 1918 321 9765
e 1660 160 7333
e 890 829 9289
e 914 670 6799
e 808 150 1150
e 1982 1990 9192
e 1823 1209 559
e 1780 1017 6215
e 1280 778 3290
e 1551 1887 5216
e 1701 569 6055
e 171 1273 2651
e 317 1662 1619
e 1545 327 4233
e 936 115 3059
e 623 1929 8118
e 1294 799 1146
e 451 484 4955
e 1770 756 8594
e 517 776 9846
e 1441 74 4133
e 1235 1943 2713
e 1069 1341 9898
e 426 1995 6000
e 1461 1043 4504
e 364 654 4215
e 180 1841 2669
e 1299 414 9599
e 347 177 7278
e 38 1942 3382
e 1700 1706 9739
e 1977 1571 3312
e 1638 1918 4
e 885 109 9604
e 1150 1766 2451
e 264 1451 3855
e 831 677 9122
e 77 236 1975
e 1194 46 7291
e 1293 1147 5488
e 1291 117 1526
e 1254 1942 3902
e 5 864 5700
e 604 120 4797
e 1488 126 1165
e 1662 1897 4258
e 557 956 4830
e 463 929 2459
e 1301 1701 9151
e 1293 1755 3926
e 1291 1429 1270
e 1389 1384 2825
e 1340 628 3333
e 1309 927 4879
e 1612 1395 9674
e 1112 938 8031
e 282 856 4565
e 920 840 3758
e 810 277 3896
e 1070 720 3936
e 1127 415 9794
e 1580 1115 1451
e 1247 1289 7796
e 928 997 6923
e 492 1652 1510
e 315 1707 9529
e 765 1449 238
e 249 28 9043
e 1865 1419 5005
e 1067 566 969
e 287 763 7338
e 1336 318 8343
e 897 1915 1573
e 781 1835 4362
e 505 1442 3827
e 690 1607 1795
e 742 844 2676
e 970 1650 5052
e 1900 1529 2572
e 1378 673 5232
e 1865 1772 480
e 1056 714 7824
e 1366 1403 666
e 1532 1479 1571
e 618 1377 1914
e 1972 1187 8288
e 1463 1275 8825
e 1372 1487 3964
e 1684 847 5657
e 1043 588 385
e 70 1993 6602
e 421 1365 6508
e 925 48 7114
e 592 776 7114
e 563 1750 6911
e 1285 1541 5481
e 18 112 9337
e 1972 1767 9624
e 1858 405 5036
e 836 1369 7117
e 576 1671 5986
e 1844 446 3006
e 1803 621 2789
e 1087 739 9466
e 942 1832 3197
e 1182 1235 7214
e 1019 879 3743
e 616 1364 6722
e 1849 1702 7449
e 120 359 7120
e 763 980 9335
e 1822 298 6758
e 1985 1796 6629
e 1892 18 5941
e 798 924 698
e 1989 53 9077
e 39 1582 1388
e 1620 1589 6509
e 1486 729 8430
e 298 359 6999
e 450 1199 2301
e 816 1124 3584
e 55 1733 8752
e 1899 1592 9799
e 1194 1972 3775
e 547 841 5387
e 1215 1121 866
e 1604 1178 945
e 308 1166 630
e 548 1406 9764
e 1614 1920 5131
e 476 336 4775
e 713 1354 8324
e 1762 971 8204
e 1891 367 5531
e 1240 555 6463
e 117 1967 6731
e 619 464 7919
e 1668 221 5645
e 599 172 6430
e 1000 802 7169
e 545 49 2398
e 1253 1690 8542
e 360 606 4479
e 674 1938 2312
e 1746 1640 8089
e 1785 283 8548
e 1430 282 2476
e 1281 1190 6667
e 212 571 2190
e 2000 1590 6769
e 1049 921 9407
e 1892 1911 4111
e 440 232 8966
e 684 1127 8524
e 1492 1133 7710
e 1159 451 7198
e 1420 1423 2589
e 1403 1436 9514
e 590 1051 2049
e 637 1716 6063
e 1241 1811 4808
e 1367 1533 9628
e 1927 183 2655
e 438 1637 46
e 1211 351 9060
e 808 813 2912
e 1437 558 5247
e 849 268 1520
e 1655 1839 6506
e 682 1341 6999
e 1071 580 2303
e 1124 1538 9667
e 640 1349 9005
e 948 540 2898
e 745 1307 6094
e 1149 537 3713
e 1264 321 3577
e 733 390 4670
e 394 908 6603
e 1188 927 66
e 1730 623 8758
e 1980 1298 6129
e 1897 1586 8108
e 1821 558 5908
e 1814 1970 3272
e 259 130 1882
e 1873 1256 8991
e 1585 697 5904
e 1446 1469 4928
e 1061 1413 9807
e 1841 557 4460
e 1175 748 3554
e 1630 569 1409
e 736 384 4441
e 56 1399 880
e 546 289 9639
e 314 1545 5547
e 1119 1219 8799
e 1864 1632 8523
e 1027 1058 3715
e 1238 1403 9685
e 1213 1491 9136
e 768 1082 16
e 143 719 7798
e 1269 1326 3647
e 277 575 6351
e 1023 1279 3214
e 230 841 5009
e 5 168 2796
e 108 1297 516
e 1152 570 2886
e 1715 1709 6738
e 874 623 8236
e 874 710 1961
e 226 906 4481
e 973 1945 9491
e 847 1645 6810
e 561 669 2887
e 1284 311 8503
e 1194 1511 9162
e 1866 1398 3905
e 1066 1220 8003
